时间,昵称,内容,类型
9/4/2026 7:16,NH2S,你们一大早不上班吗,文本
9/4/2026 7:16,FBI！OPEN UP,你不上班吗,文本
9/4/2026 7:16,MQ,【图片】,图片
9/4/2026 7:16,MQ,已有中间人替我转回,文本
9/4/2026 7:19,FBI！OPEN UP,prepaid visa还是被声称是某网站带货弄来的。 谁有洗钱嫌疑啊,文本
9/4/2026 7:20,NH2S,我又不知道原则哥去买了这个卡,文本
9/4/2026 7:20,NH2S,我还以为他会直接打赏我呢,文本
9/4/2026 7:20,NH2S,可惜了了,文本
9/4/2026 7:20,FBI！OPEN UP,那你说个啥,文本
9/4/2026 7:21,FBI！OPEN UP,你又不还,文本
9/4/2026 7:21,FBI！OPEN UP,【表情包】 ,表情包
9/4/2026 7:21,NH2S,支付宝铂金会员被钻石会员鄙视了,文本
9/4/2026 7:21,NH2S,实惨,文本
9/4/2026 7:21,FBI！OPEN UP,还钱,文本
9/4/2026 7:21,FBI！OPEN UP,1000块,文本
9/4/2026 7:21,NH2S,？ 原则哥替我还的不算吗,文本
9/4/2026 7:22,FBI！OPEN UP,银行卡是没有的，洗钱？,文本
9/4/2026 7:22,NH2S,原则哥过来打广告的,文本
9/4/2026 7:22,NH2S,蹭我流量,文本
9/4/2026 7:22,FBI！OPEN UP,1000块,文本
9/4/2026 7:22,NH2S,我哪里知道,文本
9/4/2026 7:23,Jessica,"不是  14.5这事是我说的 
教滑雪也不查户口，推荐人都是14-16的， 说是同学，明显都是小孩.  难道还不允许别人长大了[擦汗]  都嫩的恨不得可以掐出水来，再过两年，人家小姑娘也还是小姑娘
你该转钱，还得转钱。 何必这么纠别人年龄错误不放",文本
9/4/2026 7:23,NH2S,？ ,文本
9/4/2026 7:24,NH2S,所以说谎话的人是谁,文本
9/4/2026 7:24,NH2S,我遇到zyt后,文本
9/4/2026 7:25,NH2S,遇到个冒充未成年少女的,文本
9/4/2026 7:25,FBI！OPEN UP,别整那些，他要还。银行卡。 我怀疑他帮你洗钱。银行卡。你和原则哥啥事你们私下解决,文本
9/4/2026 7:25,MQ,人家没有冒充未成年少女,文本
9/4/2026 7:25,MQ,而且你还钱这个事情,文本
9/4/2026 7:25,NH2S,"原则哥和我有啥事啊
引用：FBI！OPEN_UP: 别整那些，他要还。银行卡。 我怀疑他帮你洗钱。银行卡。你和原则哥啥事你们私下解决",引用消息
9/4/2026 7:25,MQ,又有什么关系,文本
9/4/2026 7:25,NH2S,他替我还钱啊,文本
9/4/2026 7:25,MQ,1000块你也没有给人家,文本
9/4/2026 7:25,FBI！OPEN UP,对啊,文本
9/4/2026 7:26,NH2S,[坏笑],文本
9/4/2026 7:26,MQ,明明是你和那个姑娘的事情,文本
9/4/2026 7:26,FBI！OPEN UP,他现在还钱和你啥关系,文本
9/4/2026 7:26,MQ,人家凭什么要用中间人,文本
9/4/2026 7:26,FBI！OPEN UP,啊？,文本
9/4/2026 7:26,NH2S,我和原则哥玩得开心,文本
9/4/2026 7:26,NH2S,他搞个人性测试,文本
9/4/2026 7:26,MQ,那你就让原则哥带着你去银行,文本
9/4/2026 7:27,FBI！OPEN UP,原则哥不还了，那是不是还是你还,文本
9/4/2026 7:27,MQ,在银行把钱给了,文本
9/4/2026 7:27,FBI！OPEN UP,现在还是你还啊,文本
9/4/2026 7:27,MQ,人家又不认识原则哥,文本
9/4/2026 7:27,MQ,你玩的开心,文本
9/4/2026 7:27,NH2S,我说这种sjb 就是找理由骂我 ,文本
9/4/2026 7:27,MQ,关人家什么事情,文本
9/4/2026 7:27,NH2S,无论我做什么 都有新的理由,文本
9/4/2026 7:27,NH2S,原则哥不信,文本
9/4/2026 7:27,NH2S,跟我讲什么社会主义什么核心价值观,文本
9/4/2026 7:27,NH2S,我信了,文本
9/4/2026 7:28,FBI！OPEN UP,“家人们谁懂啊”,文本
9/4/2026 7:28,MQ,我感觉我完全不明白你的逻辑,文本
9/4/2026 7:28,MQ,你到底在说什么,文本
9/4/2026 7:28,NH2S,哎 人和人之间的信任真的好难,文本
9/4/2026 7:28,NH2S,道心破碎了,文本
9/4/2026 7:28,FBI！OPEN UP,确实,文本
9/4/2026 7:28,Jessica,"你只需要转钱
引用：NH2S: 无论我做什么 都有新的理由",引用消息
9/4/2026 7:29,FBI！OPEN UP,还钱的不还,文本
9/4/2026 7:29,FBI！OPEN UP,人啊,文本
9/4/2026 7:29,FBI！OPEN UP,唉,文本
9/4/2026 7:29,FBI！OPEN UP,银行是不敢去的,文本
9/4/2026 7:29,NH2S,哎 一会儿我去找我fa,文本
9/4/2026 7:30,NH2S,您还真别说,文本
9/4/2026 7:30,NH2S,一会儿可以直播一下,文本
9/4/2026 7:31,FBI！OPEN UP,直播去银行当面还钱吗,文本
9/4/2026 7:31,MQ,？这跟直播有什么关系,文本
9/4/2026 7:31,MQ, 你要把钱给人家,文本
9/4/2026 7:31,MQ,这有什么难的,文本
9/4/2026 7:32,NH2S,不说原则哥我小号吗,文本
9/4/2026 7:33,FBI！OPEN UP,哦，那你就是那个有洗钱嫌疑的啊,文本
9/4/2026 7:33,FBI！OPEN UP,那难怪了,文本
9/4/2026 7:33,NH2S,小红薯说1000刀洗个p钱,文本
9/4/2026 7:33,FBI！OPEN UP,一个白一个黑,文本
9/4/2026 7:33,FBI！OPEN UP,哦,文本
9/4/2026 7:33,Denshen,大家顶一顶 这人在评论区搅浑水带偏别人,文本
9/4/2026 7:33,FBI！OPEN UP,你也知道啊,文本
9/4/2026 7:33,Denshen,【图片】,图片
9/4/2026 7:34,FBI！OPEN UP,那还钱啊,文本
9/4/2026 7:34,NH2S,"zyt可以证明我很蠢 没这智商
引用：FBI！OPEN_UP: 哦，那你就是那个有洗钱嫌疑的啊",引用消息
9/4/2026 7:34,FBI！OPEN UP,1000块钱洗不了，还钱啊,文本
9/4/2026 7:37,太初有道,若真要拿不该得的钱财，人心比万物都诡诈，坏到极处。,文本
9/4/2026 7:38,狄迪卫Rex,【图片】,图片
9/4/2026 7:38,狄迪卫Rex,啊。。。[皱眉],文本
9/4/2026 7:39,Qiao er,"假，恶，丑的化身。
既肮脏又丑陋。",文本
9/4/2026 7:41,Yutong,【表情包】 ,表情包
9/4/2026 7:41,正心正念德财配位,舌战群儒3天真是nb 滑雪圈怎么老乌烟瘴气的,文本
9/4/2026 7:43,阿君,有这三天闲工夫 随便上个班钱都赚回来了[捂脸],文本
9/4/2026 7:44,NH2S,"哦 可能因为原则哥给我推了个网警叔叔
引用：Rex-一男一女-Barrhreaven: 【图片】",引用消息
9/4/2026 7:45,NH2S,我和他聊了几句,文本
9/4/2026 7:45,NH2S,我真的没有投诉 我找不到按钮在哪里,文本
9/4/2026 7:45,NH2S,"yes
引用：阿君: 有这三天闲工夫 随便上个班钱都赚回来了[捂脸]",引用消息
9/4/2026 7:45,正心正念德财配位,就是，扯皮条大王，正常人不当得利就算怕银行系统问题也会积极配合退还,文本
9/4/2026 7:45,。,这女的真给大家开眼了,文本
9/4/2026 7:45,阿君,"我说的是你
引用：NH2S: yes",引用消息
9/4/2026 7:45,阿君,还给我yes呢,文本
9/4/2026 7:45,正心正念德财配位,还在扯他他他 跟人家有个毛关系,文本
9/4/2026 7:45,。,奇葩,文本
9/4/2026 7:46,FBI！OPEN UP,"确实，这点钱随便几下就回来了，所以还钱是吧
引用：NH2S: yes",引用消息
9/4/2026 7:46,FBI！OPEN UP,难道1000块很多吗,文本
9/4/2026 7:46,正心正念德财配位,这人还在渥太华吗,文本
9/4/2026 7:46,Yutong,在啊,文本
9/4/2026 7:46,NH2S,哎 无语哦,文本
9/4/2026 7:47,Yutong,"Dt附近活动
引用：正心正念德财配位: 这人还在渥太华吗",引用消息
9/4/2026 7:47,NH2S,人和人的信任真的很难,文本
9/4/2026 7:47,。,"台词1
引用：NH2S: 人和人的信任真的很难",引用消息
9/4/2026 7:47,NH2S,"zyt你这信息源
引用：Yutong: Dt附近活动",引用消息
9/4/2026 7:47,正心正念德财配位,你闭嘴吧,文本
9/4/2026 7:47,NH2S,我都不想吐槽了,文本
9/4/2026 7:47,NH2S,你开盒就别扣扣搜索的,文本
9/4/2026 7:47,。,你怎么来来回回就这几句啊？,文本
9/4/2026 7:47,小十二yaaaa,但人和钱的信任真的很容易，不是你的钱你立马就接受了,文本
9/4/2026 7:48,NH2S,？,文本
9/4/2026 7:48,Yutong,她从国内回来之后还不清楚，有可能换了地方,文本
9/4/2026 7:48,Yutong,8.19之后,文本
9/4/2026 7:48,,"""正心正念德财配位"" 撤回了一条消息",系统消息
9/4/2026 7:49,正心正念德财配位,还记得你上次放另一个人鸽子不赔偿时间后说“早知道人家群里挂我我就不租卡给他了”,文本
9/4/2026 7:49,郑少主,没觉得谁开盒你了，倒是你一直连名带姓的点人……,文本
9/4/2026 7:50,Yutong,不过她租房也有瓜,文本
9/4/2026 7:50,正心正念德财配位,你这人咋变了这么多呢 5年前见到你不是这样的啊,文本
9/4/2026 7:50,FBI！OPEN UP,姐，感觉你有人生危险啊,文本
9/4/2026 7:50,Yutong,不给人租金,文本
9/4/2026 7:50,Yutong,也被人挂过,文本
9/4/2026 7:50,FBI！OPEN UP,@NH2S 赶紧报警吧,文本
9/4/2026 7:50,Yutong,Lees那群,文本
9/4/2026 7:51,正心正念德财配位,还了吧 然后换个城市,文本
9/4/2026 7:51,Yutong,"5年前你没给她这个机会，不然5年前你就吃到今天这个瓜了
引用：正心正念德财配位: 你这人咋变了这么多呢 5年前见到你不是这样的啊",引用消息
9/4/2026 7:52,正心正念德财配位,5年前这人刚来,文本
9/4/2026 7:54,正心正念德财配位,"这我也知道算是第一次吧
引用：Yutong: 不给人租金",引用消息
9/4/2026 7:55,正心正念德财配位,真能得吧的 仍然是句句不占理还要出来丢人,文本
9/4/2026 7:55,NH2S,王驰 我觉得咱俩老相识了,文本
9/4/2026 7:56,NH2S,虽然接触不多,文本
9/4/2026 7:56,NH2S,我跟你解释过这个事,文本
9/4/2026 7:56,NH2S,但你可能无法接受我的想法和顾虑,文本
9/4/2026 7:56,NH2S,可能你没经历过被开盒,文本
9/4/2026 7:56,NH2S,我能在这跟zyt好好说话,文本
9/4/2026 7:57,NH2S,已经挺不容易了,文本
9/4/2026 7:57,NH2S,挂人写小作文就句句是真的？,文本
9/4/2026 7:57,NH2S,你们还说我洗钱了,文本
9/4/2026 7:58,NH2S,欠人130万,文本
9/4/2026 7:58,正心正念德财配位,你就现在赶紧还钱就完事了,文本
9/4/2026 7:58,NH2S,也是真的？,文本
9/4/2026 7:58,正心正念德财配位,别扯别的,文本
9/4/2026 7:58,NH2S,原则哥替我还了,文本
9/4/2026 7:58,NH2S,人和人的信任真的很难,文本
9/4/2026 7:58,NH2S,我完全没有验证任何东西,文本
9/4/2026 7:59,NH2S,自己让原则哥验了我一遍,文本
9/4/2026 7:59,太初有道,此人原住180 gorge locker,文本
9/4/2026 7:59,NH2S,settlement agreement也没签,文本
9/4/2026 7:59,NH2S,还了钱,文本
9/4/2026 7:59,Yutong,别人都说真名，原则哥这叫不出来名字是吧,文本
9/4/2026 7:59,NH2S,"我住locker？
引用：太初有道: 此人原住180 gorge locker",引用消息
9/4/2026 8:00,FBI！OPEN UP,【图片】,图片
9/4/2026 8:00,NH2S,我混成这样了,文本
9/4/2026 8:00,NH2S,还不放过我,文本
9/4/2026 8:00,NH2S,都住locker了,文本
9/4/2026 8:00,NH2S,[捂脸][捂脸],文本
9/4/2026 8:00,正心正念德财配位,。。。。。。,文本
9/4/2026 8:00,NH2S,我跟你们说了 原则哥 出于某种原因 ,文本
9/4/2026 8:00,NH2S,强行替我还钱了,文本
9/4/2026 8:00,NH2S,我也很无语,文本
9/4/2026 8:01,NH2S,因为他想要用爱感怀我之类的吧,文本
9/4/2026 8:01,NH2S,我信了他的鬼,文本
9/4/2026 8:01,NH2S,果然你们也不相信他,文本
9/4/2026 8:02,NH2S,他emo了,文本
9/4/2026 8:02,正心正念德财配位,为何不肯直面你的错误？ 总要扯皮,文本
9/4/2026 8:02,NH2S,我的错误？,文本
9/4/2026 8:02,NH2S,你有没有一点招笑啊,文本
9/4/2026 8:02,,"""FBI！OPEN UP"" 撤回了一条消息",系统消息
9/4/2026 8:02,NH2S,我和你们说的句句属实,文本
9/4/2026 8:02,FBI！OPEN UP,【图片】,图片
9/4/2026 8:02,NH2S,我俩不是一个人啊,文本
9/4/2026 8:02,正心正念德财配位,算了 一会起床就打电话给rcmp给你举报了 你能找我担保枪牌真是够离谱的,文本
9/4/2026 8:03,NH2S,他真的有点莫名其妙,文本
9/4/2026 8:03,NH2S,群里应该很多人都知道他绝对不是我,文本
9/4/2026 8:04,NH2S,"我是不晓得你信了多少一面之词
引用：正心正念德财配位: 算了 一会起床就打电话给rcmp给你举报了 你能找我担保枪牌真是够离谱的",引用消息
9/4/2026 8:04,NH2S,对我这么大怨恨,文本
9/4/2026 8:04,正心正念德财配位,精神已经不正常了,文本
9/4/2026 8:04,NH2S,就这个事儿 也是我的错误？,文本
9/4/2026 8:04,NH2S,嘿嘿 您看人真准,文本
9/4/2026 8:05,正心正念德财配位,我看人不一定准 我看你就不是人,文本
9/4/2026 8:05,FBI！OPEN UP,这都要找你家了，这都不报警吗,文本
9/4/2026 8:05,NH2S,我都说了zyt开盒的时候扣扣搜索,文本
9/4/2026 8:06,Yutong,她这么淡定，一看就搬家了,文本
9/4/2026 8:06,NH2S,没有,文本
9/4/2026 8:06,NH2S,我一直有多个住所,文本
9/4/2026 8:06,Broccoli.,"hhhhhhh
引用：正心正念德财配位: 我看人不一定准 我看你就不是人",引用消息
9/4/2026 8:07,NH2S,我跟你说的都是真的 你又不信,文本
9/4/2026 8:07,NH2S,原则哥发了所有验证渠道,文本
9/4/2026 8:07,NH2S,你也不信,文本
9/4/2026 8:07,NH2S,你但凡验一下呢,文本
9/4/2026 8:07,NH2S,我想我理解原则哥 ,文本
9/4/2026 8:08,正心正念德财配位,谁管徒步群群主了，我们现在就说你，你对于1000刀有做过什么努力？ 不就是占为己有？,文本
9/4/2026 8:08,正心正念德财配位,真是无药可救,文本
9/4/2026 8:08,NH2S,我跟他说 我是一个没有自我的人 我只会copy别人的行为,文本
9/4/2026 8:08,NH2S,我就像一个镜子,文本
9/4/2026 8:08,NH2S,所以我只想接触好的人,文本
9/4/2026 8:08,NH2S,这样我就会复制好的行为,文本
9/4/2026 8:08,正心正念德财配位,666还整上哲学了,文本
9/4/2026 8:09,狄迪卫Rex,给人担保的风险第一次这么深刻的体现了[捂脸][捂脸],文本
9/4/2026 8:09,正心正念德财配位,生物爹改名成原则哥 😹,文本
9/4/2026 8:09,NH2S,原则哥为了感化我吧,文本
9/4/2026 8:09,Yutong,"驾照上的这个地址是1877 Dauphin Rd, Ottawa, ON K1G 2L4，但这个应该不是现在的",文本
9/4/2026 8:09,NH2S,我也信了,文本
9/4/2026 8:09,FBI！OPEN UP,感化不了一点,文本
9/4/2026 8:09,NH2S,我有多个住所,文本
9/4/2026 8:10,NH2S,这是我前男友家,文本
9/4/2026 8:10,FBI！OPEN UP,游牧民族是这样的,文本
9/4/2026 8:10,狄迪卫Rex,啊？,文本
9/4/2026 8:10,Yutong,"245 Rideau St, Ottawa, ON K1N 5Y2",文本
9/4/2026 8:11,NH2S,你能不能别开盒了,文本
9/4/2026 8:11,Yutong,这个是今年真的见过她的地址,文本
9/4/2026 8:11,NH2S,开了你也不知道我住哪..,文本
9/4/2026 8:11,NH2S,这是我养猫的地方,文本
9/4/2026 8:11,狄迪卫Rex,这和游牧民族有啥关系。我认识挺多蒙古族人都很好的。，，,文本
9/4/2026 8:11,NH2S,原则哥说你可能在pua我,文本
9/4/2026 8:12,🌙Mei🌙,"【分享链接】
标题：🇨🇦渥太华大瓜 chapter
描述：@渥太华徒步群bot's note
95 Shares
链接: https://www.xiaohongshu.com/discovery/item/6a9a53ec0000000027016ac4?app_platform=ios&app_version=9.30.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBlb-STsZM-r8EraRuTByAJsXwqpCEld6azLQfLqPrVbE=&author_share=1&xhsshare=WeixinSession&shareRedId=ODY0RTo5NDw2NzUyOTgwNjY0OTc2Sz8-&apptime=1788523919&share_id=bc5e97ca1f1d49aca60cb20079c7a146
应用：小红书
",分享链接
9/4/2026 8:12,NH2S,老是吸引我注意 ,文本
9/4/2026 8:12,,"""FBI！OPEN UP"" 撤回了一条消息",系统消息
9/4/2026 8:12,FBI！OPEN UP,吃一个地换一个地,文本
9/4/2026 8:12,NH2S,你知道为什么原则哥 嗯 我也不知道他信不信任我,文本
9/4/2026 8:12,FBI！OPEN UP,因为一个地不够吃,文本
9/4/2026 8:13,狄迪卫Rex,哦哦哦。。这种游牧民族哦。。,文本
9/4/2026 8:13,NH2S,但是他可以没有理由拿一千刀给别人,文本
9/4/2026 8:13,狄迪卫Rex,我肤浅了,文本
9/4/2026 8:13,NH2S,因为 我对他非常坦诚吧,文本
9/4/2026 8:13,NH2S,我不知道 🤷‍♀️ 是否有打动他,文本
9/4/2026 8:13,FBI！OPEN UP,没事,文本
9/4/2026 8:13,NH2S,我都惊呆了,文本
9/4/2026 8:14,NH2S,我觉得他怎么能做到这样,文本
9/4/2026 8:14,NH2S,可能他就是想感化我,文本
9/4/2026 8:14,NH2S,是上帝给我的礼物,文本
9/4/2026 8:15,NH2S,我是一个非常虔诚的人,文本
9/4/2026 8:15,chaesoo,他什么都没做到，因为这件事没结束，你还是欠我,文本
9/4/2026 8:15,chaesoo,姐姐,文本
9/4/2026 8:16,NH2S,你不相信 你就不会得到,文本
9/4/2026 8:16,、,不是你这是表演型人格还是咋？靠吸引别人注意力活着？反正也铁了心不打算还了 名声也就这样了你在这里表演啥啊,文本
9/4/2026 8:16,NH2S,我不在意这些外在的东西,文本
9/4/2026 8:16,NH2S,重要的是我的心,文本
9/4/2026 8:17,FBI！OPEN UP,@chaesoo 真的直接走民事诉讼，你自己弄弄也不是啥坏事。看看能不能先去弄法院传单，然后去这几个地址问问这人在哪,文本
9/4/2026 8:17,Denshen,🤮,文本
9/4/2026 8:17,NH2S,原则哥跟我说了挺多的,文本
9/4/2026 8:17,NH2S,我真的相信,文本
9/4/2026 8:17,、,你有个屁的心 你有点恶心,文本
9/4/2026 8:17,FBI！OPEN UP,实在不行可以多几个人去,文本
9/4/2026 8:17,NH2S,其实我不信他会真的转账,文本
9/4/2026 8:17,NH2S,但是他转了,文本
9/4/2026 8:18,正心正念德财配位,放截图,文本
9/4/2026 8:19,NH2S,如果你们认识原则哥,文本
9/4/2026 8:19,NH2S,就会明白了,文本
9/4/2026 8:19,NH2S,"前面有
引用：正心正念德财配位: 放截图",引用消息
9/4/2026 8:20,🌙,"他那叫转账么？
引用：NH2S: 其实我不信他会真的转账",引用消息
9/4/2026 8:20,🌙,？？？,文本
9/4/2026 8:20,🌙,你管那叫转账么？,文本
9/4/2026 8:22,群消息,"-1
""<a href=""weixin://link_profile?username=caichenxin"">Cc</a>""邀请""<a href=""weixin://link_profile?username=sushi328207"">sijie</a>""加入了群聊",未知类型
9/4/2026 8:22,群消息,"-1
""<a href=""weixin://link_profile?username=rexzhang123"">Rex-一男一女-Barrhreaven</a>""邀请""<a href=""weixin://link_profile?username=xmc5201107"">小金</a>""加入了群聊",未知类型
9/4/2026 8:23,chaesoo,第一，我已多次明确表示，甚至是在你所谓的中间人转卡给我之前，我就说仅接受银行官方 Recall 追回或原路账户现金退还。prepaid是非法定货币无法提现成银行现金，我有权拒绝非现金形式的抵债。第二，该卡我没有进行任意绑定或消费。第三，我一岁两岁，14，15，20岁还是60岁，都改不了你赖我钱不还的事实，我是假扮未成年哦骗你炮了还是怎？你把这个当我黑料说，你自己说出来不想笑吗,文本
9/4/2026 8:23,chaesoo,@NH2S ,文本
9/4/2026 8:23,NH2S,原则哥说了一句话 可以不说 既然说了 就要完全的诚实,文本
9/4/2026 8:23,NH2S,因为人和人的信任很难,文本
9/4/2026 8:23,群消息,"-1
""<a href=""weixin://link_profile?username=mbs836694449"">美丽人生</a>""邀请""<a href=""weixin://link_profile?username=lucy961858"">Lucy Xie</a>""加入了群聊",未知类型
9/4/2026 8:23,铭博,大家邀请人进群的理由 有点难让人相信啊 哈哈哈,文本
9/4/2026 8:24,NH2S,当你这方 一直在欺骗的时候,文本
9/4/2026 8:24,NH2S,你当然也觉得我在骗你,文本
9/4/2026 8:24,Chloe🌈,！真滑雪的朋友 顺带吃瓜[旺柴],文本
9/4/2026 8:24,Denshen,谁骗你了😂,文本
9/4/2026 8:24,NH2S,但我从来没有骗过你,文本
9/4/2026 8:24,chaesoo,"我是在走，谢谢
引用：FBI！OPEN_UP: @chaesoo 真的直接走民事诉讼，你自己弄弄也不是啥坏事。看看能不能先去弄法院传单，然后去这几个地址问问这人在哪",引用消息
